genre,platform_type,titles,avg_estimated_revenue_million_usd,avg_metacritic_score,avg_user_score,avg_launch_price_usd,pct_online_multiplayer,pct_dlc_released,pct_microtransactions
Platform,Handheld,528,354.67818181818177,72.92592288004367,7.289246581478004,35.746079940773804,0.3162878787878788,0.6534090909090909,0.30492424242424243
Platform,Hybrid,40,701.16625,72.68692808477027,7.303359167973831,50.76692748446118,0.275,0.725,0.275
Platform,Mobile,193,151.7940932642487,74.66637834410014,7.420176487548999,2.402678569255575,0.22797927461139897,0.616580310880829,0.2538860103626943
Platform,PC,333,334.8358858858859,74.40742126971753,7.394468500160843,34.19046845320977,0.29429429429429427,0.6276276276276276,0.2672672672672673
Platform,Streaming,9,0.0,78.74250729835094,7.389534644791447,8.390442709994192,0.4444444444444444,0.6666666666666666,0.2222222222222222
Puzzle,Browser,95,0.0,73.11361943080169,7.40290364746371,-0.06327836206823025,0.18947368421052632,0.6631578947368421,0.2736842105263158
Puzzle,Console,1026,400.7824658869396,74.254322036298,7.405804379704873,60.87511891413283,0.27582846003898637,0.6588693957115009,0.24951267056530213
Puzzle,Handheld,391,165.50769820971868,73.54309329479464,7.364227633494912,34.47294423849022,0.26342710997442453,0.6240409207161125,0.3069053708439898
Puzzle,Hybrid,17,460.69705882352946,75.91283443848343,7.609017583595566,44.80613497814013,0.29411764705882354,0.7058823529411765,0.35294117647058826
Puzzle,Mobile,112,75.47991071428571,73.65591385235376,7.567768936063454,2.160883330980596,0.2767857142857143,0.625,0.19642857142857142
Puzzle,PC,234,159.9037606837607,73.73177660876064,7.329258764295396,29.952751743342343,0.2777777777777778,0.6752136752136753,0.24358974358974358
Puzzle,Streaming,8,0.0,79.71227592061356,8.353525591197391,11.152355302374854,0.5,0.375,0.125
Racing,Browser,153,0.0,73.48084948093782,7.208228786509906,0.08725777475303051,0.22875816993464052,0.6274509803921569,0.2549019607843137
Racing,Console,1435,907.8555888501743,74.8026045890515,7.4966726022845895,59.516119303625636,0.2961672473867596,0.6452961672473868,0.2480836236933798
Racing,Handheld,578,342.299169550173,73.87732018810556,7.399949320766833,35.53762698420606,0.29238754325259514,0.6349480968858131,0.23529411764705882
Racing,Hybrid,30,743.3050000000001,73.8547555719228,7.304723762326177,45.90119975258849,0.26666666666666666,0.5,0.3
Racing,Mobile,168,135.56833333333333,74.8774023616683,7.344005825230098,2.196306107055538,0.30357142857142855,0.6071428571428571,0.27976190476190477
Racing,PC,336,296.79020833333334,74.74436093699393,7.416817257872088,33.05231178701874,0.27976190476190477,0.6428571428571429,0.25297619047619047
Racing,Streaming,5,0.0,73.86770562100158,7.242742660738611,9.270165964570484,0.6,1.0,0.2
Rhythm,Browser,19,0.0,75.67026531572321,7.630790105777392,0.025242673900110355,0.3157894736842105,0.3684210526315789,0.2631578947368421
Rhythm,Console,204,572.9973529411765,73.32620431440247,7.275912408395238,60.081883721820084,0.25980392156862747,0.6176470588235294,0.2696078431372549
Rhythm,Handheld,93,252.23806451612901,74.39146165058223,7.355957177754999,33.4594803309736,0.3870967741935484,0.6774193548387096,0.22580645161290322
Rhythm,Hybrid,4,227.8725,72.87484355926591,6.643287056833614,31.742418052025577,0.5,0.5,1.0
Rhythm,Mobile,24,72.76916666666666,73.49279109134015,7.73862704887605,2.2781419301355528,0.25,0.7083333333333334,0.3333333333333333
Rhythm,PC,36,261.34416666666664,74.45541133264074,7.275622505021371,34.597806398784684,0.16666666666666666,0.6111111111111112,0.3333333333333333
Rhythm,Streaming,1,0.0,49.65498269887285,4.71611834833873,-1.457762773137987,0.0,0.0,0.0
Role-Playing,Browser,220,0.0,77.20127111418432,7.770518710171344,-0.26151763431993125,0.32272727272727275,0.6,0.2681818181818182
Role-Playing,Console,1791,904.6922166387493,77.47499110393133,7.745750609318938,59.80149552721115,0.288107202680067,0.6348408710217756,0.248464544946957
Role-Playing,Handheld,731,359.24358413132694,76.61282694684009,7.67879363507543,34.19608313404871,0.28864569083447333,0.6374829001367989,0.25170998632010944
Role-Playing,Hybrid,34,903.9370588235295,75.58653820322449,7.5852871589698,48.7635662514518,0.38235294117647056,0.5882352941176471,0.29411764705882354
Role-Playing,Mobile,230,134.7794347826087,78.03985505008107,7.824950035617776,1.8335285054440698,0.3217391304347826,0.5826086956521739,0.24347826086956523
Role-Playing,PC,411,324.03131386861315,77.29412687954058,7.7724746265903635,31.20242566088294,0.30170316301703165,0.6496350364963503,0.2384428223844282
Role-Playing,Streaming,8,0.0,79.05078433642022,8.145474666789468,6.403621557792585,0.5,0.875,0.25
Sandbox,Browser,23,0.0,79.57192252605245,7.953702790652304,0.36083009496982443,0.21739130434782608,0.7391304347826086,0.2608695652173913
Sandbox,Console,174,2624.8513218390804,76.60316496248711,7.638753005787491,61.35593259020412,0.3218390804597701,0.6206896551724138,0.25862068965517243
Sandbox,Handheld,71,1032.013943661972,77.49664109163157,7.715577808778532,34.0918033394826,0.352112676056338,0.5633802816901409,0.2676056338028169
Sandbox,Hybrid,7,1971.982857142857,73.18893309044904,7.827598822039046,48.52435210251743,0.0,0.7142857142857143,0.14285714285714285
Sandbox,Mobile,28,512.8032142857143,78.03268685951434,7.3925259950249185,1.7522415483064173,0.2857142857142857,0.5357142857142857,0.21428571428571427
Sandbox,PC,50,1078.6404,78.73987511355826,7.893838821017138,29.395882258587932,0.26,0.72,0.24
Shooter,Browser,211,0.0,73.91764621264439,7.423179171472496,0.0006615180925146856,1.0,0.6255924170616114,0.4265402843601896
Shooter,Console,2023,1247.5188284725655,74.22245011655494,7.438646112101182,60.31864708174789,1.0,0.625308947108255,0.3351458230350964
Shooter,Handheld,810,534.8571975308643,73.41798174325655,7.33139591826127,34.594484443374405,1.0,0.6493827160493827,0.3765432098765432
Shooter,Hybrid,37,1083.4613513513514,75.05644423306683,7.295371365564959,47.92001597191373,1.0,0.6216216216216216,1.0
Shooter,Mobile,247,230.95093117408905,74.0773350172504,7.434901100868951,2.206409498870541,1.0,0.6356275303643725,0.659919028340081
Shooter,PC,448,472.76852678571424,74.28936495000659,7.441511857756841,32.730463437321305,1.0,0.6875,0.30580357142857145
Shooter,Streaming,12,0.0,71.83624625025469,7.266565854520555,7.876946658219052,1.0,0.75,1.0
Simulation,Browser,155,0.0,75.06779281033153,7.480810240542877,-0.05638181226548052,0.3032258064516129,0.6387096774193548,0.27741935483870966
Simulation,Console,1392,595.569849137931,74.2811282917304,7.430477126480095,59.72150212897915,0.29310344827586204,0.6408045977011494,0.2557471264367816
Simulation,Handheld,563,278.93305506216694,74.8279430470337,7.508515252815748,34.8874851397141,0.325044404973357,0.61101243339254,0.27353463587921845
Simulation,Hybrid,27,524.6533333333333,75.07579673151194,7.503328694684346,50.771023844417144,0.25925925925925924,0.48148148148148145,0.2222222222222222
Simulation,Mobile,158,77.61949367088607,73.86362828238666,7.476923653845959,2.4750035321586954,0.27848101265822783,0.5632911392405063,0.22151898734177214
Simulation,PC,324,229.6336111111111,73.89412673484358,7.333041096115435,32.77722896906114,0.26851851851851855,0.6296296296296297,0.2932098765432099
Simulation,Streaming,3,0.0,66.94557163391707,7.112871758908152,3.166158428496636,0.3333333333333333,1.0,0.3333333333333333
Sports,Browser,259,0.0,71.13907118543109,7.0683154649148845,0.06567589698209057,1.0,0.583011583011583,0.40540540540540543
Sports,Console,2339,1685.6378452330055,70.98282691910764,7.119449341714271,60.06537268849781,1.0,0.6395895681915349,0.3227875160324925
Sports,Handheld,987,715.3924417426545,71.14103872195433,7.118862541165106,34.92446996811667,1.0,0.6058763931104356,0.3829787234042553
Sports,Hybrid,45,1416.8397777777777,72.03873926696222,7.237304412357024,49.39434358080347,1.0,0.5555555555555556,1.0
Sports,Mobile,290,278.65937931034483,71.1205693044141,7.04801150797519,2.308238193851206,1.0,0.5827586206896552,0.6137931034482759
Sports,PC,588,686.060850340136,71.71835866100794,7.175684489340452,33.74332167469438,1.0,0.6547619047619048,0.36394557823129253
Sports,Streaming,14,0.0,71.88694759732634,7.347888878629206,6.847772460119722,1.0,0.35714285714285715,1.0
Strategy,Browser,83,0.0,75.30928432369542,7.630566809425077,-0.015665178822691618,0.2891566265060241,0.5662650602409639,0.21686746987951808
Strategy,Console,806,417.2436724565757,74.90420482011962,7.481366214772256,60.06111570000798,0.3349875930521092,0.6426799007444168,0.2642679900744417
Strategy,Handheld,289,210.91854671280277,75.3381189659151,7.493165312895425,35.27042104194113,0.328719723183391,0.6470588235294118,0.2698961937716263
Strategy,Hybrid,14,399.3328571428571,73.44561220208605,7.627300919212398,52.94875140877285,0.5,0.2857142857142857,0.21428571428571427
Strategy,Mobile,93,67.59430107526882,75.37691718819895,7.5422602105252095,2.1093803391958956,0.25806451612903225,0.5376344086021505,0.26881720430107525
Strategy,PC,165,156.03569696969697,75.98910307786517,7.520408370798207,32.56700321062716,0.32727272727272727,0.6545454545454545,0.2787878787878788
Strategy,Streaming,3,0.0,77.40305285798462,7.655548694706279,8.804895201386099,0.0,1.0,0.0
Survival Horror,Browser,37,0.0,73.38718884088334,7.510218921930779,0.15560119402718897,0.32432432432432434,0.7027027027027027,0.24324324324324326
Survival Horror,Console,427,517.9550819672131,74.65622316710218,7.388902995608334,60.80778483600807,0.2505854800936768,0.667447306791569,0.25526932084309134
Survival Horror,Handheld,162,227.43037037037038,74.93845682802171,7.476482168509774,34.154475655293474,0.32098765432098764,0.654320987654321,0.25308641975308643
Survival Horror,Hybrid,5,487.91400000000004,84.51716747321038,8.185897794379315,43.16735285671835,0.2,0.4,0.4
Survival Horror,Mobile,53,90.3067924528302,75.3494316983093,7.560958795957909,1.8787228528614985,0.39622641509433965,0.660377358490566,0.3018867924528302
Survival Horror,PC,91,197.08054945054948,74.7692140565592,7.2126674976645475,31.460972186664314,0.34065934065934067,0.7582417582417582,0.25274725274725274
Survival Horror,Streaming,1,0.0,68.71464004224534,6.006621671429702,8.566128669037528,0.0,0.0,0.0
Visual Novel,Browser,21,0.0,72.4897209170604,7.33072769453285,0.1799363597027286,0.14285714285714285,0.5238095238095238,0.047619047619047616
Visual Novel,Console,181,162.5511602209945,73.78645700934035,7.475248330542415,58.467679949724364,0.26519337016574585,0.6132596685082873,0.22099447513812154
Visual Novel,Handheld,96,57.6303125,72.31961039735721,7.208278408092653,34.937050244513564,0.21875,0.5729166666666666,0.22916666666666666
Visual Novel,Hybrid,3,154.69,75.88372967952985,8.43787899390792,60.12901785469441,0.6666666666666666,1.0,0.3333333333333333
Visual Novel,Mobile,23,21.34608695652174,75.57361169521667,7.403749044497377,2.0006020227680086,0.34782608695652173,0.5652173913043478,0.2608695652173913
Visual Novel,PC,55,56.20309090909091,73.23696261022548,7.4024236051531105,36.63011718908781,0.34545454545454546,0.5636363636363636,0.2545454545454545
Visual Novel,Streaming,2,0.0,75.49018179169349,7.325311976549939,6.542886164755918,0.5,1.0,0.5
